metric,point_estimate,bootstrap_mean,bootstrap_std,ci_2.5,ci_97.5,n_bootstrap,block_length
Acc,0.9868421052631579,0.9862703947368422,0.009893500325471176,0.9638157894736842,1.0,5000,12
MacroF1,0.9871020928241414,0.9854546338227045,0.012577056595665435,0.9614595332226533,1.0,5000,12
E_F1,0.9824561403508771,0.979368686814662,0.02855521392751164,0.9302325581395349,1.0,5000,12
M_F1,0.984375,0.9835432936710273,0.012626266143170648,0.9539742072230787,1.0,5000,12
L_F1,0.994475138121547,0.9934519209824241,0.008166156186880203,0.9770970430815127,1.0,5000,12
M_Precision,0.9921259842519685,0.9916323459316493,0.00824953361879916,0.9714234326824255,1.0,5000,12
M_Recall,0.9767441860465116,0.975896966464016,0.023205808283205977,0.9210478985232866,1.0,5000,12
M_to_E,0.02325581395348819,0.02410303353598378,0.023205808283205762,0.0,0.07895210147671261,5000,12
M_to_L,0.0,0.0,0.0,0.0,0.0,5000,12
