metric,point_estimate,bootstrap_mean,bootstrap_std,ci_2.5,ci_97.5,n_bootstrap,block_length
Acc,0.9769736842105263,0.9758973684210525,0.011075715790838778,0.9506578947368421,0.993421052631579,5000,12
MacroF1,0.9773279380019092,0.9740942927500938,0.014393724156939111,0.9451518803779593,0.9936086452226967,5000,12
E_F1,0.9651162790697675,0.9574815353535466,0.035121251686575664,0.8852235976357756,0.9948186528497409,5000,12
M_F1,0.9723320158102767,0.9714194341283237,0.01344190643005569,0.9407106250418704,0.9923664122137404,5000,12
L_F1,0.994535519125683,0.9933819087684115,0.0076813397667854465,0.9752066115702479,1.0,5000,12
M_Precision,0.9919354838709677,0.9913810184602396,0.008757226983708422,0.9696969696969697,1.0,5000,12
M_Recall,0.9534883720930233,0.9523707600978327,0.019743257072825864,0.9090909090909091,0.9855089882943144,5000,12
M_to_E,0.03875968992248032,0.03950814670222488,0.018981480084958462,0.007575757575757519,0.08108108108108,5000,12
M_to_L,0.007751937984496064,0.008121093199942114,0.007975896334678196,0.0,0.027522935779816262,5000,12
