ID,E_F1,M_F1,L_F1
A1,0.9824561403508771,0.988235294117647,1.0
A2,0.9824561403508771,0.988235294117647,1.0
A3,0.9824561403508771,0.988235294117647,1.0
A4,0.9824561403508771,0.988235294117647,1.0
A5,0.9710982658959537,0.9725490196078431,0.9888888888888888
A6,0.9824561403508771,0.9843749999999999,0.994475138121547
