ID,Configuration,Acc,Macro-F1,M-F1,M-Rec,M→E,M→L,Rev,Jump,Smooth,dataset_id,task_id,protocol_id,aggregation_level,uncertainty_type,n_test,test_universe,source_path,status
A1,Temperature-scaled raw stage head,0.9901315789473684,0.9902304781561748,0.9882352941176472,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0235926746190971,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
A2,Raw plus fine-state stage probability,0.9901315789473684,0.9902304781561748,0.9882352941176472,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0199072283575152,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
A3,Raw plus q-hat degradation-position prior,0.9901315789473684,0.9902304781561748,0.9882352941176472,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0208553304007358,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
A4,Raw plus weighted fine/prior mixture,0.9901315789473684,0.9902304781561748,0.9882352941176472,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0205326260347204,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
A5,Causal ordered filter applied to A4 mix,0.9769736842105264,0.9775120581308951,0.9725490196078432,0.9612403100775194,0.0387596899224803,0.0,0,0,0.0135946795877871,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
A6,Final blend of A4 mix and A5 ordered output,0.986842105263158,0.9871020928241414,0.984375,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0187609289118218,PHM2010,D1,PHM_D1_FROZEN_B11_B12,configuration_point_estimate,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,DERIVED
