Method,Method_name,Stage_definition,Model_type,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth
B13,HTT-Net,Relative-stage,HTT-Net (diagnostic),0.8223684210526315,0.8236939521827331,0.8195121951219512,0.7378640776699029,0.9137055837563451,0.987012987012987,0.5891472868217055,0.2868217054263544,0.12403100775193703,2,0,0.03566478565335274
