Split,Method,Output,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,n_params,n_trainable_params,protocol,best_epoch,best_val_acc_C1C4_source_only_run_level,train_time_s,inference_ms_per_sample_subwindow,inference_samples_per_s_subwindow,grad_checkpoint,grad_accum_steps,batch_size,amp,leakage_audit
test_C6,"MTF-AViTK (Protocol B, Unified)",raw,0.8412698412698413,0.834860553347462,0.9417040358744395,0.8015873015873016,0.7612903225806451,0.7163120567375887,0.9099099099099099,0.01801801801801786,0.07207207207207143,9,0,0.11478802999040368,,,,309371072,309371072,B_unified_C1C4_to_C6_run_level_aggregated,8,1.0,1447.7480909824371,16.68479944663073,59.934792935250805,False,1,8,True,C6 used only for this single final evaluation; model/epoch selection used only the C1+C4 internal validation split (run-level aggregated)
