dataset,channel_set,group,task,Method,seed,kind,variant,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,oracle_wear_reference
mendeley,primary,cross_machine_dual,D1-M,B11,82,baseline,raw,0.5346704871060172,0.4943289990174526,0.7916331456154465,0.4843646041250831,0.2069892473118279,0.4302600472813239,0.5540334855403348,"early,middle,late",0.3378995433789954,0.1080669710806697,657,22,16,0.0446646793922687,0.1636423710907409,0.2226105354752252,0.0146770256528816,0.7913624144143383,0.3967610875687218,0.005043235373278,
mendeley,primary,cross_machine_dual,D1-M,B12,82,proposed,final,0.5787965616045845,0.5345960123040171,0.8456140350877193,0.5617701290719115,0.1964038727524204,0.4711340206185567,0.69558599695586,"early,middle,late",0.2207001522070015,0.0837138508371385,657,11,1,0.0298650529860993,0.1636423710907409,0.2226105354752252,0.0146770256528816,0.7913624144143383,0.3967610875687218,0.005043235373278,
mendeley,primary,cross_machine_dual,D1-M,B7,82,baseline,b7,0.467621776504298,0.4106793945343649,0.7157142857142857,0.3862660944206008,0.130057803468208,0.3643724696356275,0.410958904109589,"early,middle,late",0.4977168949771689,0.091324200913242,657,12,12,0.0377283340118086,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B8,82,baseline,b8,0.4418338108882521,0.4065375229486547,0.6915113871635611,0.266347687400319,0.2617534942820839,0.2797319932998325,0.2541856925418569,"early,middle,late",0.5981735159817352,0.1476407914764079,657,27,20,0.0565528096406169,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B9,82,baseline,b9,0.3782234957020057,0.3269872398295819,0.6230333543108874,0.1463414634146341,0.2115869017632241,0.18,0.1232876712328767,"early,middle,late",0.6986301369863014,0.1780821917808219,657,29,13,0.0519275431393238,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B10,82,baseline,b10,0.3982808022922636,0.3492546877686611,0.6291139240506329,0.1996527777777778,0.2189973614775725,0.2323232323232323,0.1750380517503805,"early,middle,late",0.6971080669710806,0.1278538812785388,657,22,15,0.0491359431110889,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B1,82,baseline,b1,0.8808022922636103,0.8826692123665995,0.9041095890410958,0.8367670364500792,0.9071310116086236,0.8727272727272727,0.8036529680365296,"early,middle,late",0.0867579908675799,0.1095890410958904,657,0,0,0.0068886337543053,,,,,,,True
mendeley,primary,cross_machine_dual,D1-M,B2,82,baseline,b2,0.4326647564469914,0.4306353826957323,0.4611528822055137,0.501010101010101,0.3297431648715824,0.4492753623188406,0.5662100456621004,"early,middle,late",0.1248097412480974,0.3089802130898021,657,178,54,0.3846153846153846,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B3,82,baseline,b3,0.4441260744985673,0.3860494445776066,0.687888198757764,0.4084044648719632,0.0618556701030927,0.359122401847575,0.4733637747336377,"early,middle,late",0.4216133942161339,0.1050228310502283,657,87,7,0.0891657099119785,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B4,82,baseline,b4,0.329512893982808,0.2334028550241008,0.5387096774193548,0.127016129032258,0.0344827586206896,0.1880597014925373,0.0958904109589041,"early,middle,late",0.8432267884322678,0.060882800608828,657,45,11,0.0926718776727143,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B5,82,baseline,b5,0.430945558739255,0.3660066697795356,0.6984375,0.3873873873873873,0.0121951219512195,0.3355629877369008,0.4581430745814307,"early,middle,late",0.4429223744292237,0.0989345509893455,657,75,3,0.0850516647531572,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B6,82,baseline,b6,0.3839541547277937,0.3545107987944154,0.5416204217536071,0.4742388758782201,0.0476730987514188,0.3853472882968601,0.6164383561643836,"early,middle,late",0.2237442922374429,0.1598173515981735,657,82,48,0.1810848541396665,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B11,42,baseline,raw,0.7553616866593966,0.7259039777347094,0.9177718832891246,0.7696532784071404,0.4902867715078631,0.6294216732172937,0.9902826855123676,"early,middle,late",0.0,0.0097173144876325,1132,28,0,0.0178873910856049,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,
mendeley,primary,cross_machine_dual,D2-M,B12,42,proposed,final,0.6466739367502726,0.5284413004847642,0.8856947296372347,0.6996291718170581,0.0,0.5380228136882129,1.0,"early,middle,late",0.0,0.0,1132,1,0,0.0093839581577366,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,
mendeley,primary,cross_machine_dual,D2-M,B7,42,baseline,b7,0.7797164667393675,0.7853504478058869,0.926829268292683,0.7052401746724891,0.7239819004524887,0.9228571428571428,0.5706713780918727,"early,middle,late",0.019434628975265,0.4098939929328622,1132,29,9,0.0362150863372693,,,,,,,
