epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,0.5681006260216236,0.5063130855560303,0.743421052631579,0.6977131045857182,0.8416988416988417
2,0.39966083914041517,0.826880931854248,0.8355263157894737,0.833228429058484,0.8870967741935484
3,0.6470304216258228,0.6181215047836304,0.7960526315789473,0.803817082388511,0.6836734693877551
4,0.2046357416547835,0.6349054574966431,0.7598684210526315,0.7543505621080246,0.6096256684491979
5,0.051894576265476645,1.035505771636963,0.7763157894736842,0.7826137148445573,0.7962962962962963
6,0.06683542910031974,0.8572447896003723,0.8223684210526315,0.8324137931034482,0.73
7,0.07288864238653332,0.7094613909721375,0.8026315789473685,0.8105523275228745,0.8018433179723502
8,0.023326946853194384,1.2910076379776,0.7401315789473685,0.7537782216931724,0.6903553299492385
9,0.02676199433626607,1.0250451564788818,0.7697368421052632,0.7785130165458845,0.7677725118483413
10,0.014761793555226176,1.1546269655227661,0.7401315789473685,0.7523791746836412,0.7128712871287128
11,0.01622791966656223,0.9298964142799377,0.7763157894736842,0.7837352078554591,0.7870370370370371
12,0.01811140891513787,1.0777580738067627,0.7401315789473685,0.7528958601702408,0.7
13,0.015430206968449055,0.8826751708984375,0.7763157894736842,0.7848170339494246,0.7757009345794392
14,0.014874808833701536,1.0655453205108643,0.7401315789473685,0.7530767962974174,0.6934673366834171
15,0.013405018311459571,0.9477076530456543,0.7598684210526315,0.7703692931075986,0.7378640776699029
16,0.010639729516697116,0.8150990605354309,0.7960526315789473,0.8016463274781516,0.8144796380090498
17,0.018861789430957288,0.850002110004425,0.7828947368421053,0.7906655609641007,0.7870370370370371
18,0.007374157506274059,0.9696152210235596,0.75,0.7614924402821827,0.7128712871287128
19,0.011316842920496128,0.8745476603507996,0.7763157894736842,0.7852857689874471,0.7699530516431925
20,0.00632937925402075,0.9773783683776855,0.7697368421052632,0.7801906854041908,0.7559808612440191
