epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,2.2451628496171905,0.6571413278579712,0.7796052631578947,0.7894617819990954,0.6865671641791045
2,0.17125288369134067,1.0853699445724487,0.7796052631578947,0.7925078396474278,0.6763285024154589
3,0.07816135319299064,1.3786860704421997,0.7532894736842105,0.664729697547035,0.9263157894736842
4,1.366600291501527,0.06093702092766762,0.9736842105263158,0.9741907827353077,0.9705882352941176
5,0.14796660788269947,1.2384648323059082,0.8585526315789473,0.85463148670566,0.8599348534201955
6,0.6381986992113525,0.36807164549827576,0.9144736842105263,0.9146232768534638,0.9103448275862069
7,0.312729301561194,0.7869579792022705,0.7171052631578947,0.598003821815074,0.7542857142857143
8,1.5661277771243476,1.5200096368789673,0.680921052631579,0.6767907518704771,0.6311787072243346
9,0.21911673696959041,0.20276829600334167,0.9638157894736842,0.9646865305533511,0.96
10,0.024208282116160263,0.42618632316589355,0.930921052631579,0.9321193278555038,0.9263157894736842
11,0.013164751304429956,0.44800135493278503,0.9276315789473685,0.9287821873809134,0.9230769230769231
12,0.006606387784268008,0.7046536803245544,0.881578947368421,0.8797476091886031,0.88
13,0.022911137993651208,0.5197606682777405,0.9013157894736842,0.9021543054092783,0.8979591836734694
14,0.006576778837916209,0.46173006296157837,0.9276315789473685,0.9287821873809134,0.9230769230769231
15,0.011565854956279509,0.4701077342033386,0.9407894736842105,0.9419874813405343,0.9361702127659575
16,0.004227020481630461,0.46859946846961975,0.930921052631579,0.9321804280604872,0.9263157894736842
17,0.010939572656570817,0.47386476397514343,0.9375,0.9387377327452796,0.9328621908127208
18,0.004255315432601492,0.4981212615966797,0.9407894736842105,0.9419135883043989,0.9361702127659575
19,0.006928270215212251,0.48895761370658875,0.944078947368421,0.9452187336754488,0.9395017793594306
20,0.0028796979637263575,0.47667574882507324,0.930921052631579,0.9321804280604872,0.9263157894736842
21,0.0057009858181118036,0.4804140329360962,0.930921052631579,0.9321804280604872,0.9263157894736842
22,0.0023974483119673096,0.5192208290100098,0.9243421052631579,0.9250872433063407,0.9198606271777003
