epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,1.1121102435514332,1.289412260055542,0.7730263157894737,0.7731747062174588,0.7376425855513308
2,1.1833220183470985,1.2897953987121582,0.7598684210526315,0.7513261538301227,0.5730994152046783
3,1.2919914069323568,1.3595291376113892,0.7203947368421053,0.711116632896335,0.5303867403314917
4,0.07519225558498874,1.5651981830596924,0.75,0.7574516264933345,0.7464114832535885
5,0.2936909415475384,0.8820396065711975,0.7861842105263158,0.7926080887821625,0.6596858638743456
6,0.05549640846802504,1.2227150201797485,0.8289473684210527,0.8318490939018531,0.7815126050420168
7,0.18949767662888917,0.7924062013626099,0.8092105263157895,0.8179402538979071,0.7128712871287128
8,0.09581098795752041,1.2354180812835693,0.7697368421052632,0.7724480541818002,0.631578947368421
9,0.15327262977925785,1.233526587486267,0.8125,0.8130245544879692,0.7219512195121951
10,0.04615753404723364,1.3388513326644897,0.7861842105263158,0.7927627927627928,0.6666666666666666
11,0.04116928384537459,1.1497464179992676,0.7960526315789473,0.803081785471166,0.69
12,0.01195222230253421,0.9332024455070496,0.8782894736842105,0.8812513264340774,0.8438818565400844
13,0.18901509914112466,0.8460959196090698,0.868421052631579,0.8733815689261234,0.8214285714285714
14,0.03445299490595062,1.202931523323059,0.7894736842105263,0.7975421586259025,0.673469387755102
15,0.03022111845202744,1.0203289985656738,0.7960526315789473,0.803081785471166,0.69
16,0.01644985296552477,1.136972427368164,0.805921052631579,0.8149374062518494,0.7093596059113301
17,0.018612700430276165,0.9079283475875854,0.881578947368421,0.8870554607146567,0.8421052631578947
18,0.06962848146358738,0.992474377155304,0.8453947368421053,0.8530093652217942,0.7813953488372093
19,0.007723059234558604,1.13906991481781,0.805921052631579,0.8149374062518494,0.7093596059113301
20,0.011256506629069917,1.0130406618118286,0.8388157894736842,0.8467434373813055,0.7699530516431925
21,0.006509956171430531,1.1270158290863037,0.8125,0.8220902733371903,0.7219512195121951
22,0.00911114098962571,1.0016554594039917,0.8486842105263158,0.8567312017817811,0.7870370370370371
23,0.011807880865308106,1.1015633344650269,0.819078947368421,0.8284651334723518,0.7342995169082126
24,0.005503609871630033,0.9656194448471069,0.8585526315789473,0.8660347389239398,0.8036529680365296
25,0.007792694545423728,0.9942352771759033,0.8486842105263158,0.8567312017817811,0.7870370370370371
26,0.004538618106380454,1.0861793756484985,0.8355263157894737,0.8442438340338381,0.7641509433962265
27,0.004204695589396579,1.0581603050231934,0.8421052631578947,0.8505006721867655,0.7757009345794392
28,0.00597259771930112,1.1193649768829346,0.8421052631578947,0.8505006721867655,0.7757009345794392
29,0.004353401534172008,1.0813060998916626,0.8388157894736842,0.8468504927928002,0.8036529680365296
30,0.0060438623166191975,1.137723684310913,0.8223684210526315,0.8313264244636794,0.7870370370370371
