epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,1.725652729999274,0.6721999049186707,0.7105263157894737,0.7038082873525912,0.5
2,0.10267788427881896,1.4836455583572388,0.7039473684210527,0.7138274963164456,0.5
3,0.2163372913695639,0.11837025731801987,0.9473684210526315,0.946627979847325,0.9420289855072463
4,0.046908367452851964,1.8223997354507446,0.7269736842105263,0.7417772586687849,0.6066350710900474
5,0.199540761627577,1.344551920890808,0.7730263157894737,0.7861424806028882,0.684931506849315
6,0.012498942424281267,1.1117032766342163,0.7631578947368421,0.7720810647307924,0.75
7,0.14776326422779676,0.9993451833724976,0.7927631578947368,0.8039099616287424,0.7345132743362832
8,0.021845396623939452,1.4071924686431885,0.7401315789473685,0.752560620207679,0.658008658008658
9,0.0767387739771948,0.9383755922317505,0.7927631578947368,0.8046508519879719,0.72
10,0.02061919026346004,0.6430187225341797,0.8289473684210527,0.838060864311381,0.7796610169491526
11,0.008883141289879859,0.941066324710846,0.7664473684210527,0.7725719626913947,0.7193675889328063
12,0.005126266902880161,0.7252786755561829,0.8717105263157895,0.8724269690619991,0.8571428571428571
13,0.004786465647339355,0.7694883942604065,0.8519736842105263,0.8504210040832687,0.8387096774193549
14,0.00737777159356483,0.5195336937904358,0.9506578947368421,0.9511704875338434,0.9458483754512635
15,0.005703943708067527,0.5946003198623657,0.9111842105263158,0.9127252462738745,0.8996282527881041
16,0.004752336264209589,0.6406060457229614,0.8848684210526315,0.8837546829657331,0.8754448398576512
17,0.005839080085934256,0.5459059476852417,0.9407894736842105,0.9409596289857539,0.9357142857142857
18,0.003556895854308095,0.6263344883918762,0.8947368421052632,0.8926673667721889,0.8881118881118881
19,0.002014987441543781,0.621232807636261,0.9013157894736842,0.8999671830572558,0.8943661971830986
20,0.002528135509783169,0.7577674984931946,0.8552631578947368,0.8534848712930905,0.8428571428571429
21,0.003938265216856962,0.7337391972541809,0.8552631578947368,0.8534848712930905,0.8428571428571429
