epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,0.6501676481217146,0.25838595628738403,0.9078947368421053,0.9131034482758621,0.8793103448275862
2,0.16710737275425344,0.3055307865142822,0.8651315789473685,0.8706947185528886,0.8127853881278538
3,0.055361706123221666,0.6880329251289368,0.7993421052631579,0.8067236722411332,0.680628272251309
4,0.039617743824783246,0.6999505162239075,0.8355263157894737,0.8429885860703471,0.7641509433962265
5,0.04001138386374805,0.9054129719734192,0.805921052631579,0.8162146770446466,0.7064676616915423
6,0.04283162168430863,0.7352412343025208,0.8486842105263158,0.8567359002735243,0.7889908256880734
7,0.05337239062282606,0.8297497630119324,0.8125,0.8220902733371903,0.7219512195121951
8,0.027308774761331735,1.0353015661239624,0.7861842105263158,0.7975645801478647,0.6868686868686869
9,0.013254851632518693,0.8823287487030029,0.7894736842105263,0.7977698682595339,0.7281553398058253
10,0.031395777324360094,0.9912087321281433,0.7598684210526315,0.7686240561727504,0.6666666666666666
11,0.007768328651582124,0.9962774515151978,0.7796052631578947,0.7913089678009243,0.7219512195121951
12,0.025542653443699236,1.1664799451828003,0.7664473684210527,0.7803719533417924,0.7064676616915423
13,0.008030514352140018,0.9978321194648743,0.7828947368421053,0.7927171584023877,0.7582938388625592
14,0.01564988718746463,1.0580543279647827,0.7598684210526315,0.771421170094054,0.7156862745098039
15,0.005141578982147621,1.1934648752212524,0.743421052631579,0.7556010744759823,0.6802030456852792
16,0.0076518081274116415,1.1475269794464111,0.7467105263157895,0.7597612842815401,0.6965174129353234
17,0.006295673828572035,1.2097249031066895,0.743421052631579,0.7566485998193314,0.69
18,0.003299788712320151,1.1354233026504517,0.7467105263157895,0.7585487115926814,0.7093596059113301
19,0.009483808236836921,1.1928892135620117,0.7401315789473685,0.7523798469652445,0.6965174129353234
