epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,0.8272412568330765,0.5188310742378235,0.8223684210526315,0.8291593467039012,0.784
2,0.19237505942583083,0.2753274142742157,0.9078947368421053,0.9062026862026862,0.9157509157509157
3,0.08254550322890282,0.35812121629714966,0.8223684210526315,0.8150539804257896,0.8301886792452831
4,0.0436868853867054,0.49777722358703613,0.7763157894736842,0.763549879179521,0.7951807228915663
5,0.021717540454119444,0.6812036633491516,0.756578947368421,0.736817369307062,0.7880597014925373
6,0.02254394395276904,0.5222551226615906,0.7828947368421053,0.7719939117199391,0.8
7,0.0200818145647645,0.5869377851486206,0.7763157894736842,0.7643495276182382,0.7951807228915663
8,0.015611464786343277,0.6640710234642029,0.7763157894736842,0.763549879179521,0.7951807228915663
9,0.0158390327822417,0.6775959134101868,0.7730263157894737,0.7601086497638222,0.7927927927927928
10,0.010020981077104807,0.7835490107536316,0.7664473684210527,0.751479670612455,0.7880597014925373
11,0.009807740710675717,0.7703766226768494,0.7598684210526315,0.7460157579230753,0.7833827893175074
12,0.012499177316203713,0.7676808834075928,0.7664473684210527,0.7531294576070695,0.7880597014925373
13,0.007437945972196758,0.8123409748077393,0.7631578947368421,0.7495898467729454,0.7857142857142857
14,0.00846702316775918,0.8484551310539246,0.7664473684210527,0.7531294576070695,0.7880597014925373
15,0.006619272474199534,0.8627317547798157,0.756578947368421,0.7424063116370809,0.7810650887573964
16,0.006164956616703421,0.8642352223396301,0.7631578947368421,0.7495898467729454,0.7857142857142857
17,0.005996769480407238,0.8667014241218567,0.756578947368421,0.7424063116370809,0.7810650887573964
18,0.006367539707571268,0.8791044354438782,0.7598684210526315,0.7460157579230753,0.7833827893175074
19,0.006227121443953365,0.9149909019470215,0.7532894736842105,0.7387606048585229,0.7787610619469026
20,0.0052655057050287725,0.9194855690002441,0.7598684210526315,0.7460157579230753,0.7833827893175074
