epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,0.699973288178444,0.3710259199142456,0.8782894736842105,0.8855698957880137,0.8340807174887892
2,0.11632617898285388,0.3254738450050354,0.9144736842105263,0.9184013180802907,0.8888888888888888
3,0.06848932821303606,0.3636344075202942,0.8980263157894737,0.903038086313115,0.8646288209606987
4,0.04744480550289154,0.5102019309997559,0.8355263157894737,0.843220434254298,0.7962962962962963
5,0.034185856906697155,0.5418540239334106,0.8256578947368421,0.8345718661516958,0.7850467289719626
6,0.035170440748333934,0.6113950610160828,0.8092105263157895,0.8163863102266288,0.8127853881278538
7,0.023091220064088702,0.7041880488395691,0.7894736842105263,0.7980277859246473,0.7793427230046949
8,0.0458764259936288,0.646619975566864,0.805921052631579,0.813540476478078,0.7981651376146789
9,0.01682403057347983,0.6812441349029541,0.8026315789473685,0.8114097609491729,0.7906976744186046
10,0.020687280618585647,0.6553629040718079,0.805921052631579,0.8127927721410488,0.8144796380090498
11,0.01478512743487954,0.6559883952140808,0.8092105263157895,0.8156774030667835,0.8198198198198198
12,0.012959728576242923,0.658038854598999,0.8157894736842105,0.8208028850953379,0.8355555555555556
13,0.019050996075384317,0.6980960965156555,0.8125,0.8194728404436914,0.8235294117647058
14,0.011041971226222812,0.6756308078765869,0.8157894736842105,0.8208028850953379,0.8355555555555556
15,0.011227991222403944,0.6860371828079224,0.8157894736842105,0.8214285714285715,0.8303571428571429
16,0.010569716524332761,0.6800873875617981,0.8157894736842105,0.8208028850953379,0.8355555555555556
17,0.013494657911360263,0.6629781723022461,0.8223684210526315,0.8265017573470738,0.8458149779735683
18,0.009216198930516839,0.6624147891998291,0.819078947368421,0.8242957980401927,0.8355555555555556
19,0.011430459446273744,0.6584630608558655,0.8256578947368421,0.8300152490681126,0.8458149779735683
20,0.008661253983154893,0.6748538613319397,0.8223684210526315,0.8278476492736268,0.8407079646017699
