epoch,train_loss,val_loss,val_acc,val_macro_f1,val_m_f1
1,1.7471349619270768,0.7548397779464722,0.6743421052631579,0.6599944858009374,0.4
2,0.14669425415340812,1.6897867918014526,0.6875,0.6943503200230329,0.4508670520231214
3,0.12746575666678836,0.22887535393238068,0.9506578947368421,0.9514462226359401,0.946236559139785
4,0.07744946304992481,0.7248669862747192,0.7960526315789473,0.8063674303219024,0.7372881355932204
5,0.3573180813962608,0.4602571427822113,0.819078947368421,0.8292303084755915,0.7619047619047619
6,0.045687158108557925,0.3960326910018921,0.9473684210526315,0.9484955554729052,0.9428571428571428
7,0.08866925466354587,0.5900716185569763,0.9506578947368421,0.9513117461150662,0.9454545454545454
8,0.02942448395624524,0.2878504693508148,0.9144736842105263,0.9173424402023328,0.8992248062015504
9,0.013437293406241224,1.2155048847198486,0.7401315789473685,0.7487550389134885,0.6775510204081633
10,0.03307550069421268,1.3992403745651245,0.7269736842105263,0.7360931580599525,0.6584362139917695
11,0.010655639433389296,0.836669921875,0.7993421052631579,0.8103021105605085,0.7359307359307359
12,0.006504431456232851,0.4978974461555481,0.9473684210526315,0.948129732333213,0.9428571428571428
13,0.01234759104463592,0.651411235332489,0.8947368421052632,0.8914547490220044,0.8918918918918919
14,0.0056821202208084285,0.5942381024360657,0.875,0.8734298334269773,0.8741721854304636
15,0.0047960716030502224,0.6740142703056335,0.881578947368421,0.8791611703027228,0.88
16,0.004399302448291564,0.6701452136039734,0.875,0.8728975777918896,0.8741721854304636
17,0.0020610905765352074,0.725435733795166,0.875,0.8723002737042075,0.8741721854304636
18,0.0024611649019789183,0.7295276522636414,0.875,0.8728975777918896,0.8741721854304636
19,0.0028039040094881783,0.7653189897537231,0.875,0.8716376420570681,0.8741721854304636
20,0.003393904759104771,0.7667628526687622,0.875,0.8728975777918896,0.8741721854304636
21,0.0038069367859861814,0.8036119341850281,0.875,0.8716376420570681,0.8741721854304636
