dataset_id,task_id,protocol_id,method_id,method_name,configuration_id,seed,aggregation_level,uncertainty_type,n_test,source_path,source_sha256,status,notes,Acc,Acc_ci_high,Acc_ci_low,Acc_std,Jump,Jump_std,M-F1,M-Rec,M_F1,M_F1_ci_high,M_F1_ci_low,M_F1_std,M_Rec,M_Rec_ci_high,M_Rec_ci_low,M_Rec_std,M_Recall,M_to_E,M_to_L,Macro-F1,MacroF1,MacroF1_ci_high,MacroF1_ci_low,MacroF1_std,M→E,M→L,Rev,Smooth,Smooth_std
NASA_MILLING,N1,NASA_ORIGINAL_SPLIT,b11,B11,b11_sample_08,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5,,,,1,,0.5263157894736842,0.7142857142857143,,,,,,,,,,,,0.4087719298245614,,,,,0.14285714285714285,0.14285714285714285,3,0.2535589819862729,
NASA_MILLING,N1,NASA_ORIGINAL_SPLIT,b12,B12,b11_sample_08,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5,,,,0,,0.5454545454545455,0.8571428571428571,,,,,,,,,,,,0.39234449760765555,,,,,0.0,0.14285714285714285,2,0.11865974855796481,
NASA_MILLING,N2,NASA_ORIGINAL_SPLIT,b9,B9,tiny_L3_k20,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.7647058823529411,,,,4,,0.0,0.0,,,,,,,,,,,,0.520976353928299,,,,,0.0,1.0,0,0.0364439070224762,
NASA_MILLING,N2,NASA_ORIGINAL_SPLIT,b10,B10,tiny_L3_k20,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.35294117647058826,,,,0,,0.21428571428571425,1.0,,,,,,,,,,,,0.3805346700083542,,,,,0.0,0.0,0,0.01729762554168701,
NASA_MILLING,N2,NASA_ORIGINAL_SPLIT,b11,B11,b11_sample_07,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.7647058823529411,,,,3,,0.0,0.0,,,,,,,,,,,,0.5523809523809523,,,,,0.0,1.0,1,0.47968763960525396,
NASA_MILLING,N2,NASA_ORIGINAL_SPLIT,b12,B12,b11_sample_07,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.7352941176470589,,,,1,,0.18181818181818182,0.3333333333333333,,,,,,,,,,,,0.6155610155610156,,,,,0.0,0.6666666666666666,2,0.29816433104535167,
NASA_MILLING,N3,NASA_ORIGINAL_SPLIT,b9,B9,wide_L4_k60,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5161290322580645,,,,3,,0.5,0.6666666666666666,,,,,,,,,,,,0.5144927536231884,,,,,0.16666666666666666,0.16666666666666666,1,0.14423449089129767,
NASA_MILLING,N3,NASA_ORIGINAL_SPLIT,b10,B10,small_L5_k30,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5185185185185185,,,,1,,0.5333333333333333,0.6666666666666666,,,,,,,,,,,,0.5222222222222223,,,,,0.0,0.3333333333333333,1,0.14143425971269608,
NASA_MILLING,N3,NASA_ORIGINAL_SPLIT,b11,B11,b11_sample_01,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.6,,,,3,,0.5,0.5,,,,,,,,,,,,0.5777777777777778,,,,,0.0,0.5,1,0.16032101910921834,
NASA_MILLING,N3,NASA_ORIGINAL_SPLIT,b12,B12,b11_sample_01,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.6,,,,1,,0.5333333333333333,0.6666666666666666,,,,,,,,,,,,0.5822222222222222,,,,,0.0,0.3333333333333333,0,0.1513385161325059,
NASA_MILLING,N4,NASA_ORIGINAL_SPLIT,b9,B9,mid_L6_k45,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.3181818181818182,,,,0,,0.3636363636363636,0.4,,,,,,,,,,,,0.32219251336898397,,,,,0.2,0.4,2,0.06717341558800803,
NASA_MILLING,N4,NASA_ORIGINAL_SPLIT,b10,B10,wide_L4_k60,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.4666666666666667,,,,1,,0.3333333333333333,0.4,,,,,,,,,,,,0.4427053140096618,,,,,0.2,0.4,1,0.17667992699604768,
NASA_MILLING,N4,NASA_ORIGINAL_SPLIT,b11,B11,b11_small_L4_k30_qweak,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5333333333333333,,,,3,,0.0,0.0,,,,,,,,,,,,0.393993993993994,,,,,0.0,1.0,2,0.47471856128630374,
NASA_MILLING,N4,NASA_ORIGINAL_SPLIT,b12,B12,b11_small_L4_k30_qweak,2026,task_seed_point,point_estimate,,paper_data/02_NASA/task_level_results.csv,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,,0.5333333333333333,,,,3,,0.0,0.0,,,,,,,,,,,,0.393993993993994,,,,,0.0,1.0,2,0.32172494168145566,
NASA_MILLING,N1-N4,NASA_ORIGINAL_SPLIT,b10,B10,,,across_task_mean,across_task_std,4,paper_data/02_NASA/original_split_mean_std.csv,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,AUTHORITATIVE,,0.4178649237472767,,,0.08920657485242063,1.25,1.2583057392117916,,,0.2702380952380952,,,0.22312881961685946,0.5166666666666666,,,0.42295258468165065,,,,,0.40969888489339285,,,0.09685456249167683,,,,0.15595871054081833,0.11167515522423804
NASA_MILLING,N1-N4,NASA_ORIGINAL_SPLIT,b11,B11,,,across_task_mean,across_task_std,4,paper_data/02_NASA/original_split_mean_std.csv,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,AUTHORITATIVE,,0.5995098039215686,,,0.11771648278430694,2.5,1.0,,,0.256578947368421,,,0.29646657221265243,0.3035714285714286,,,0.36128549774984564,,,,,0.48323116349432144,,,0.09526840237743817,,,,0.34207155049676224,0.16062497511999363
NASA_MILLING,N1-N4,NASA_ORIGINAL_SPLIT,b12,B12,,,across_task_mean,across_task_std,4,paper_data/02_NASA/original_split_mean_std.csv,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,AUTHORITATIVE,,0.592156862745098,,,0.10408791717636863,1.25,1.2583057392117916,,,0.3151515151515152,,,0.26940740328354995,0.4642857142857143,,,0.37771441378700926,,,,,0.49603043234622185,,,0.11955304649668497,,,,0.22247188435431953,0.10233512184328414
NASA_MILLING,N1-N4,NASA_ORIGINAL_SPLIT,b9,B9,,,across_task_mean,across_task_std,4,paper_data/02_NASA/original_split_mean_std.csv,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,AUTHORITATIVE,,0.5479023313463541,,,0.18509642161393836,2.0,1.8257418583505538,,,0.3335561497326203,,,0.2299607735086636,0.4095238095238095,,,0.2944690444521963,,,,,0.47959262996616614,,,0.10690381508311046,,,,0.09971327660087911,0.05678748342007442
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b1,B1,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.8788538681948423,,,0.0,0.0,0.0,,,0.8344589219461062,,,0.0,0.8033485540334855,,,0.0,,,,,0.880796343265834,,,0.0,,,,0.006888633754305301,0.0
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b10,B10,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.39415472779369626,,,0.05919579378738163,8.0,8.689073598491383,,,0.17588400887952732,,,0.10995063537565894,0.14246575342465753,,,0.08912626506016585,,,,,0.3354306828318488,,,0.08995476644587863,,,,0.03968563899564304,0.020957978140827
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b11,B11,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.40607449856733524,,,0.08463603311432556,11.2,9.549869109050658,,,0.2515455928883603,,,0.1527695778081427,0.23165905631659056,,,0.18957686023420262,,,,,0.3413682489941162,,,0.11470007573005776,,,,0.04394484953908492,0.025358036613156033
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b12,B12,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.43954154727793693,,,0.08988278816462159,1.6,1.140175425099138,,,0.3425851077402168,,,0.1438166584287052,0.3476407914764079,,,0.20640077569339393,,,,,0.381593000669353,,,0.1180418557424851,,,,0.03126983652357438,0.020577918861516477
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b2,B2,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.4020630372492836,,,0.03553840368486609,53.8,5.403702434442518,,,0.48752888380436604,,,0.015292606397826258,0.5582952815829528,,,0.03350974633608994,,,,,0.39413317509277646,,,0.04402442753382126,,,,0.3811710677382319,0.037887485648679664
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b3,B3,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.42613180515759314,,,0.02210801800392574,18.6,19.50128200913981,,,0.39921979974973565,,,0.05561607128024053,0.45996955859969557,,,0.08968854876220539,,,,,0.3713256771182959,,,0.029791468201425975,,,,0.09267049368541899,0.003387053646634854
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b4,B4,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.35472779369627505,,,0.03999367771318115,12.0,5.338539126015656,,,0.19051931865624241,,,0.07470774128972629,0.1765601217656012,,,0.0833811015208666,,,,,0.27901876373764317,,,0.06179983912525408,,,,0.11959605317278428,0.035091994415088035
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b5,B5,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.44916905444126076,,,0.018132804916308146,14.0,20.530465167647808,,,0.432172923435885,,,0.036007266924846126,0.5089802130898021,,,0.04552999662890536,,,,,0.3873997575725532,,,0.027554623805892176,,,,0.08736165327210098,0.0046191041069754335
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b6,B6,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.39724928366762174,,,0.056937781709094484,52.6,17.30028901492689,,,0.47736312110531065,,,0.06235416637686326,0.5987823439878234,,,0.09949845150002087,,,,,0.37073809340833197,,,0.06335165633849812,,,,0.1872156519239196,0.016682099336230303
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b7,B7,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.437134670487106,,,0.06803501532774178,17.0,7.035623639735144,,,0.22481877824382845,,,0.13922326992666137,0.21248097412480976,,,0.15863372670590087,,,,,0.38201666792007793,,,0.086845360884379,,,,0.04400269410069546,0.012635164836360652
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b8,B8,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.41203438395415465,,,0.0849075992844736,20.8,24.752777621915484,,,0.23814660089970868,,,0.12517732392670738,0.20517503805175039,,,0.10826722715071435,,,,,0.347838619725394,,,0.12528805418137112,,,,0.060806670522928964,0.04185166410834815
MILLING_CROSS_MACHINE,D1-M,MILLING_CROSS_MACHINE_5SEED,b9,B9,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.38945558739255015,,,0.05853216692333237,14.0,4.0,,,0.13348696486532305,,,0.050134447564615145,0.10532724505327244,,,0.03890072706418237,,,,,0.33226123243432576,,,0.07226920709556481,,,,0.048457424730114704,0.008576918507950223
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b1,B1,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.9079607415485278,,,0.0,0.0,0.0,,,0.8973827632802769,,,0.0,0.9780918727915194,,,0.0,,,,,0.9063239053264198,,,0.0,,,,0.0043668122270742,0.0
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b10,B10,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.6240639767357324,,,0.09747417293506223,0.6,1.3416407864998738,,,0.4440993005618134,,,0.2634768817664416,0.4035335689045937,,,0.2797393682930284,,,,,0.5941667562094102,,,0.1354043970113746,,,,0.01720138283478962,0.0077678986149113845
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b11,B11,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.6791712104689205,,,0.12246385161661177,0.8,1.7888543819998317,,,0.5192282762638224,,,0.3275485187340991,0.5395759717314488,,,0.43496792566269155,,,,,0.6623558775295,,,0.13079128559121314,,,,0.01648786360332858,0.007632302966068828
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b12,B12,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.5650308978553253,,,0.13016231484307625,0.0,0.0,,,0.6597102965231149,,,0.06634310520280744,1.0,,,0.0,,,,,0.42250334121963473,,,0.18570013860993806,,,,0.00939339309151678,0.00617205772436084
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b2,B2,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.5336241366775718,,,0.0371397399405823,40.0,3.6742346141747673,,,0.3205171875830612,,,0.16764322150554561,0.26342756183745586,,,0.18675902003286338,,,,,0.5380698208122439,,,0.051397725958792516,,,,0.1991266375545851,0.062335724073756586
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b3,B3,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.7211922937113776,,,0.07902809947531761,0.6,0.8944271909999159,,,0.646486631165987,,,0.1629467964552808,0.6826855123674912,,,0.2849233693458308,,,,,0.7281255242001579,,,0.072229545885502,,,,0.07169577874818046,0.012168056129386118
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b4,B4,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.5920756088695021,,,0.14260357482875505,81.4,40.80196073719988,,,0.48110190484137894,,,0.20940844542336723,0.39505300353356887,,,0.2401766225590003,,,,,0.5762675808680158,,,0.16910179007215462,,,,0.14424897644581605,0.03329453383811192
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b5,B5,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.7016357688113414,,,0.0735687021497576,0.8,1.3038404810405297,,,0.6323765732893325,,,0.15121641029524455,0.6641342756183746,,,0.3016641528206982,,,,,0.7065507002656588,,,0.06354634729576612,,,,0.06754039301310037,0.010560845225658531
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b6,B6,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.6933478735005453,,,0.10076136551809553,0.2,0.447213595499958,,,0.5945280237119552,,,0.24130717667828222,0.6212014134275619,,,0.3234913097780281,,,,,0.694707137338983,,,0.10306679080001181,,,,0.14059126900978539,0.02624941457106157
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b7,B7,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.7238095238095238,,,0.10900077590959682,11.6,9.316651759081692,,,0.5765945016497559,,,0.22843760719415288,0.48356890459363955,,,0.2702260577072117,,,,,0.7264174902618525,,,0.1113941523311368,,,,0.043290838007224955,0.005838445485483684
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b8,B8,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.6356234096692113,,,0.08682067347269884,7.2,16.099689437998485,,,0.6051961708601232,,,0.21674380431791446,0.7971731448763251,,,0.3717536588643709,,,,,0.5565959208964738,,,0.11100901298150011,,,,0.03506418998829198,0.018905739572326042
MILLING_CROSS_MACHINE,D2-M,MILLING_CROSS_MACHINE_5SEED,b9,B9,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.7057797164667393,,,0.14870378005569412,2.6,3.7148351242013424,,,0.6707902918166804,,,0.13682820566088583,0.7010600706713781,,,0.22906668740489639,,,,,0.6855841799987499,,,0.19503095669587125,,,,0.02363790106370612,0.009514321002926141
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b1,B1,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.9202413603949534,,,0.0,0.0,0.0,,,0.9042479512496033,,,0.0,0.8925877763328998,,,0.0,,,,,0.9226058894019914,,,0.0,,,,0.006593406593406499,0.0
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b10,B10,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.5056500274273177,,,0.06854130022689363,32.4,22.277791632026727,,,0.12039136574005102,,,0.25494587211223163,0.11469440832249674,,,0.2492315634763507,,,,,0.44308857243506783,,,0.06708823746437026,,,,0.050668019741519264,0.016571211632931942
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b11,B11,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.47043335161821176,,,0.0974442841296177,34.8,29.886451780029024,,,0.1335153460866274,,,0.26300496442747634,0.1355006501950585,,,0.28413806749314585,,,,,0.3925975078394375,,,0.11336034829460943,,,,0.06062721799652622,0.010159357583012134
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b12,B12,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.46176631925397693,,,0.08632714995032272,6.6,9.289779329994873,,,0.20330940323086547,,,0.23314276796106365,0.24655396618985695,,,0.4218845137083789,,,,,0.3890579530017517,,,0.12004077301131953,,,,0.05143609262984502,0.016543096323176455
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b2,B2,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.3961601755348327,,,0.08754548875459102,126.6,82.75445607337409,,,0.31842597597073724,,,0.14760970237463433,0.27282184655396613,,,0.16946133984740774,,,,,0.39888276444461235,,,0.10954761820396991,,,,0.4916483516483517,0.044675431902494685
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b3,B3,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.3518376302797586,,,0.03568208638857597,107.6,42.96277458451677,,,0.19439879837148136,,,0.0738621302997039,0.1448634590377113,,,0.07581731624056122,,,,,0.28210198305590883,,,0.06451970281706097,,,,0.13183663003663,0.003200221885798402
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b4,B4,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.30861217772901806,,,0.020763765611305537,148.4,64.01015544427307,,,0.06294341089380956,,,0.04191058994545743,0.03459037711313392,,,0.024129158239917015,,,,,0.21565614199405453,,,0.04604017966139791,,,,0.19113974424376007,0.045442277726288595
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b5,B5,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.3307734503565551,,,0.020285092799890984,122.4,41.66893327168335,,,0.12625093307604618,,,0.0582391239638765,0.07932379713914169,,,0.03966722767924487,,,,,0.24526606365941567,,,0.04308814834132484,,,,0.1245197802197802,0.0025422342748218254
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b6,B6,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.40438837081733403,,,0.06855227459607409,196.8,51.12924798977588,,,0.06552754419386111,,,0.04344192724182004,0.03745123537061114,,,0.025205438526248822,,,,,0.3469387546434018,,,0.0838591292273023,,,,0.26617008410584553,0.007991625912263184
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b7,B7,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.44969829950630824,,,0.06767314769024944,65.8,25.033976911389846,,,0.01259445843828714,,,0.028162065207805884,0.006501950585175539,,,0.014538803494797043,,,,,0.3753054539008989,,,0.07983726552798544,,,,0.07272346217753109,0.01353263353426418
MILLING_CROSS_MACHINE,D3-M,MILLING_CROSS_MACHINE_5SEED,b8,B8,,,across_seed_mean,across_seed_std,5,paper_data/03_MENDELEY_CROSS_MACHINE/overall_by_task_mean_std.csv,7c36dbba4cca668496cc9b235cde0a44b424df83e203e3cc5f64278efbc8c4b2,AUTHORITATIVE,,0.4540866703236423,,,0.11501854195312841,63.8,44.93550934394758,,,0.1568245331522694,,,0.2763019442283338,0.17581274382314693,,,0.35081069369326945,,,,,0.3687981586491621,,,0.11856371691787625,,,,0.101727665373716,0.018999006821380424
