Method,Method_name,Stage_definition,Model_type,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth
RF,Relative-stage RF (diagnostic),Relative-stage,RF,0.9769736842105263,0.9774075615036714,0.9707602339181286,0.9723320158102767,0.9891304347826086,0.9919354838709677,0.9534883720930233,0.031007751937984256,0.015503875968992128,5,0,0.10854785478547856
