dataset,channel_set,group,task,Method,seed,kind,variant,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,oracle_wear_reference
mendeley,primary,cross_machine_dual,D2-M,A2,62,ablation,raw_fine,0.6357688113413305,0.5185122421909291,0.8623340321453529,0.6932026944274342,0.0,0.5304592314901593,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0176948729688399,0.0875433672202197,0.1342170787295212,0.5055408074115118,0.8366727144815975,0.7828026522217212,0.0069215673806885,
mendeley,primary,cross_machine_dual,D2-M,A3,62,ablation,raw_prior,0.7291893856779353,0.6809814894447811,0.9053606882859032,0.7556742323097463,0.3819095477386934,0.6072961373390557,1.0,"early,middle,late",0.0,0.0,1132,19,0,0.0250277353391732,0.0875433672202197,0.1342170787295212,0.5055408074115118,0.8366727144815975,0.7828026522217212,0.0069215673806885,
mendeley,primary,cross_machine_dual,D2-M,A4,62,ablation,mix,0.7048346055979644,0.6419512916777257,0.8963210702341137,0.7386623164763458,0.2908704883227176,0.5856182100362132,1.0,"early,middle,late",0.0,0.0,1132,21,0,0.0227823304438202,0.0875433672202197,0.1342170787295212,0.5055408074115118,0.8366727144815975,0.7828026522217212,0.0069215673806885,
mendeley,primary,cross_machine_dual,D2-M,A5,62,ablation,ordered,0.6921119592875318,0.6148150853413162,0.9095780308104487,0.7277402764384442,0.2071269487750557,0.5720060636685195,1.0,"early,middle,late",0.0,0.0,1132,7,0,0.0126885980222488,0.0875433672202197,0.1342170787295212,0.5055408074115118,0.8366727144815975,0.7828026522217212,0.0069215673806885,
mendeley,primary,cross_machine_dual,D2-M,A6,62,ablation,final,0.6924754634678298,0.6168114773948031,0.9073825503355704,0.7279742765273312,0.2150776053215077,0.5722952477249748,1.0,"early,middle,late",0.0,0.0,1132,8,0,0.0196477017047827,0.0875433672202197,0.1342170787295212,0.5055408074115118,0.8366727144815975,0.7828026522217212,0.0069215673806885,
mendeley,primary,cross_machine_dual,D2-M,A1,72,ablation,raw,0.6695747001090513,0.6592084213998648,0.8350622406639004,0.5035506778566817,0.6390123456790123,0.935251798561151,0.3445229681978798,"early,middle,late",0.1492932862190812,0.5061837455830389,1132,19,4,0.0114156250995102,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,
mendeley,primary,cross_machine_dual,D2-M,A2,72,ablation,raw_fine,0.6550345328971283,0.5352228338935513,0.8999328408327737,0.7057356608478803,0.0,0.5452793834296724,1.0,"early,middle,late",0.0,0.0,1132,6,0,0.0071869812243658,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,
mendeley,primary,cross_machine_dual,D2-M,A3,72,ablation,raw_prior,0.6335877862595419,0.5164917999971403,0.8575438596491228,0.6919315403422983,0.0,0.5289719626168224,1.0,"early,middle,late",0.0,0.0,1132,3,0,0.0073843324618865,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,
mendeley,primary,cross_machine_dual,D2-M,A4,72,ablation,mix,0.6375863322428208,0.5201869424449268,0.8662952646239555,0.6942655627108248,0.0,0.5317050258337247,1.0,"early,middle,late",0.0,0.0,1132,2,0,0.0073063343782285,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,
mendeley,primary,cross_machine_dual,D2-M,A5,72,ablation,ordered,0.6375863322428208,0.5201869424449268,0.8662952646239555,0.6942655627108248,0.0,0.5317050258337247,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0039022293219406,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,
