stage,epoch,train_loss,train_acc,val_acc,time_s,l_g,l_task
pretrain,48,0.04329747741391498,0.9833829365079365,1.0,3.479722023010254,,
pretrain,49,0.05431833795257031,0.9784226190476191,1.0,4.728075742721558,,
pretrain,50,0.04260439822627675,0.9816468253968254,1.0,2.8899972438812256,,
pretrain,51,0.028675398403143006,0.988343253968254,1.0,3.1509954929351807,,
pretrain,52,0.03341680387818506,0.9853670634920635,1.0,3.7068796157836914,,
pretrain,53,0.02878896359701656,0.9880952380952381,1.0,2.92059063911438,,
pretrain,54,0.024692172491331658,0.9895833333333334,1.0,3.9386343955993652,,
pretrain,55,0.03183309770085745,0.9871031746031746,1.0,2.9765801429748535,,
pretrain,56,0.022976556392793085,0.9913194444444444,1.0,4.926816463470459,,
pretrain,57,0.01750870264460525,0.9935515873015873,1.0,3.1284523010253906,,
pretrain,58,0.019895219201562068,0.9928075396825397,1.0,4.146305799484253,,
pretrain,59,0.020847483387028444,0.9930555555555556,1.0,3.4669928550720215,,
pretrain,60,0.02270897469365053,0.9913194444444444,1.0,3.9954617023468018,,
pretrain,61,0.01920845952542824,0.9918154761904762,1.0,3.2125322818756104,,
pretrain,62,0.019012564623225776,0.9933035714285714,1.0,3.4259262084960938,,
pretrain,63,0.022427656726601224,0.9920634920634921,1.0,4.092972040176392,,
pretrain,64,0.024145935263876463,0.9908234126984127,1.0,3.0861804485321045,,
pretrain,65,0.02917844407022044,0.9893353174603174,1.0,3.0010483264923096,,
pretrain,66,0.04445092231109147,0.9846230158730159,1.0,3.808201789855957,,
pretrain,67,0.028211051191661566,0.9878472222222222,1.0,3.206554651260376,,
pretrain,68,0.02602014070495017,0.9895833333333334,1.0,2.893556833267212,,
pretrain,69,0.03276407936706193,0.986359126984127,1.0,3.0169618129730225,,
pretrain,70,0.03289498975648293,0.9871031746031746,1.0,2.9304633140563965,,
pretrain,71,0.03639265981000212,0.9866071428571429,1.0,3.0554559230804443,,
pretrain,72,0.040032524179430706,0.9838789682539683,1.0,3.148104667663574,,
pretrain,73,0.0455276581517879,0.9831349206349206,1.0,3.36332631111145,,
pretrain,74,0.040582156078594306,0.9871031746031746,1.0,3.013084650039673,,
pretrain,75,0.04317824919116757,0.9836309523809523,1.0,2.6746084690093994,,
pretrain,76,0.0445129390185078,0.9816468253968254,1.0,2.9285829067230225,,
pretrain,77,0.05273740324339578,0.9809027777777778,1.0,2.766340732574463,,
pretrain,78,0.04625464941833227,0.9833829365079365,1.0,2.6696834564208984,,
pretrain,79,0.03916505719387224,0.986359126984127,1.0,2.772623300552368,,
pretrain,80,0.05093010722674311,0.9791666666666666,1.0,2.873197555541992,,
pretrain,81,0.04618593777293369,0.982390873015873,1.0,2.8780100345611572,,
pretrain,82,0.05218363017913708,0.9816468253968254,1.0,3.213012933731079,,
pretrain,83,0.041836268043086405,0.9836309523809523,1.0,3.183415651321411,,
pretrain,84,0.040207891870984835,0.9841269841269841,1.0,3.7368550300598145,,
pretrain,85,0.032451615874869895,0.9890873015873016,1.0,3.7959392070770264,,
pretrain,86,0.033350716925240935,0.9885912698412699,1.0,3.33478045463562,,
pretrain,87,0.03752369589139042,0.9848710317460317,1.0,3.409824848175049,,
pretrain,88,0.03844104151404093,0.9836309523809523,1.0,3.409144401550293,,
pretrain,89,0.03193670786577203,0.9890873015873016,1.0,3.894132375717163,,
pretrain,90,0.02852487995747536,0.9903273809523809,1.0,3.9220383167266846,,
pretrain,91,0.0213422856463622,0.9903273809523809,1.0,4.819019079208374,,
pretrain,92,0.028050380539969496,0.9885912698412699,1.0,4.69960618019104,,
pretrain,93,0.022208748059162484,0.9920634920634921,1.0,4.727125883102417,,
pretrain,94,0.01565615456580879,0.9945436507936508,1.0,3.379019260406494,,
pretrain,95,0.016404768074737928,0.9947916666666666,1.0,4.1281468868255615,,
pretrain,96,0.010336781403378747,0.9970238095238095,1.0,3.5622074604034424,,
pretrain,97,0.013735128883993076,0.9950396825396826,1.0,3.058880090713501,,
pretrain,98,0.012851812982089109,0.9940476190476191,1.0,3.5680384635925293,,
pretrain,99,0.013183151769182933,0.9957837301587301,1.0,3.205383539199829,,
generalize,0,,,1.0,3.734666347503662,-3.7043822530716186,0.6594531271192763
generalize,1,,,1.0,3.6320674419403076,-4.036720188837203,0.39500419322460417
generalize,2,,,1.0,3.377596378326416,-3.7969036405048673,0.35266487678838154
generalize,3,,,1.0,3.4825239181518555,-3.742238411827693,0.3023028298029824
generalize,4,,,1.0,3.307861328125,-3.561591216496059,0.2790953311182204
generalize,5,,,1.0,3.31169056892395,-3.7861060490683904,0.2886055705566255
generalize,6,,,1.0,3.203702926635742,-3.526580083937872,0.2782681738100355
generalize,7,,,1.0,3.5887343883514404,-3.4759692161802263,0.2518586160408126
generalize,8,,,1.0,3.3784735202789307,-3.615038239766681,0.24577986330740034
generalize,9,,,0.9990079365079365,3.440256357192993,-3.6365538400316995,0.24064828869369295
generalize,10,,,1.0,3.529021739959717,-3.5814861683618453,0.23137383789770186
generalize,11,,,1.0,3.392192840576172,-3.541524402678959,0.22148864071757074
generalize,12,,,0.9821428571428571,3.7981221675872803,-3.557625312653799,0.21399789788420237
generalize,13,,,1.0,3.5967953205108643,-3.341502284246778,0.21777893153447953
generalize,14,,,1.0,3.4291744232177734,-3.5877751774258084,0.23014479473469748
generalize,15,,,1.0,3.60048770904541,-3.484997412515065,0.23091380144395526
generalize,16,,,1.0,3.3636040687561035,-3.4527869413769436,0.20722608954187424
generalize,17,,,1.0,3.2780447006225586,-3.6290564082917713,0.2160590805468105
generalize,18,,,1.0,3.265181303024292,-3.3612041284167575,0.20296835757437207
generalize,19,,,1.0,3.3185088634490967,-3.28738668608287,0.2126928155739156
generalize,20,,,1.0,3.6084861755371094,-3.4706951550074985,0.22155584359452837
generalize,21,,,1.0,3.199873208999634,-3.639886806881617,0.20420167470971742
generalize,22,,,1.0,3.229177951812744,-3.6725646806141685,0.2215566449458637
generalize,23,,,0.9970238095238095,3.2188966274261475,-3.7680569868239147,0.2071015572264081
generalize,24,,,1.0,3.25392746925354,-3.451520022891817,0.19358491696535596
generalize,25,,,0.9692460317460317,3.2658400535583496,-3.6216376584673684,0.20262908982852149
generalize,26,,,1.0,3.503479480743408,-3.392428992286561,0.19976396539381572
generalize,27,,,1.0,3.286123514175415,-3.3798799249860974,0.21528643937337966
generalize,28,,,0.9970238095238095,3.347968816757202,-3.6658034816620844,0.21504732138580746
generalize,29,,,1.0,3.199388265609741,-3.657117412203834,0.18059871351671597
generalize,30,,,1.0,3.593229293823242,-3.7003887797158863,0.19441094462360656
generalize,31,,,1.0,3.6472485065460205,-3.9041492674085827,0.19029601586479988
generalize,32,,,1.0,3.510021209716797,-3.8653242890796964,0.1948379459716971
generalize,33,,,1.0,3.2121009826660156,-3.9576681909107028,0.1940704213957938
generalize,34,,,1.0,3.2388927936553955,-3.7759859448387507,0.19683594469513213
generalize,35,,,0.9880952380952381,3.5004255771636963,-3.9727467090364486,0.2023102423501393
generalize,36,,,1.0,3.2455224990844727,-3.6798452082134427,0.20923260410153677
generalize,37,,,0.9871031746031746,3.703355550765991,-3.7924560781509156,0.19811388040109287
generalize,38,,,1.0,3.580936908721924,-3.942188542986673,0.1953403696654335
generalize,39,,,1.0,3.4932093620300293,-3.8465495601532953,0.1876244485851318
generalize,40,,,1.0,3.2071943283081055,-3.8417688664935885,0.19298135264525337
generalize,41,,,0.9851190476190477,3.3852224349975586,-3.9308589450896734,0.19090686525617326
generalize,42,,,0.9990079365079365,3.3298797607421875,-3.995204467622061,0.20157692120188758
generalize,43,,,0.9781746031746031,3.636883497238159,-4.159859119899689,0.18818434310101328
generalize,44,,,1.0,3.4346976280212402,-4.192312134636773,0.18716588669589587
generalize,45,,,1.0,3.303762435913086,-4.265191573945303,0.1844490243801995
generalize,46,,,1.0,3.399156093597412,-4.2454691803644575,0.18151990820964178
generalize,47,,,0.9811507936507936,3.682025909423828,-4.2810966211652,0.18526710676295416
generalize,48,,,1.0,3.7004289627075195,-4.532737955214485,0.20774461323070148
generalize,49,,,1.0,3.4520490169525146,-4.161093322057573,0.19856517501766718
generalize,50,,,1.0,3.6061959266662598,-3.98333650165134,0.19326233804698975
generalize,51,,,1.0,3.33821439743042,-4.129339089469304,0.19274811653627288
generalize,52,,,0.998015873015873,3.489032745361328,-4.4728424738323875,0.1757715873065449
generalize,53,,,1.0,3.5851728916168213,-4.217906739976671,0.1750131014084059
generalize,54,,,0.9950396825396826,3.570373058319092,-4.397511266526722,0.20087694305749165
generalize,55,,,1.0,3.3833470344543457,-4.262228572179401,0.18439971850741477
generalize,56,,,1.0,3.3029112815856934,-4.661232857477097,0.18299164788590538
generalize,57,,,0.9900793650793651,3.3576416969299316,-4.58708727927435,0.1965629029132071
generalize,58,,,1.0,3.5409483909606934,-4.366820759243435,0.22055269624032672
generalize,59,,,1.0,3.316070795059204,-4.5843781516665505,0.18573075970486988
generalize,60,,,0.996031746031746,3.6693692207336426,-4.4332528038630405,0.18833409619355013
generalize,61,,,1.0,3.6640992164611816,-4.420172505908543,0.19271906199199812
generalize,62,,,1.0,3.280082941055298,-4.45618200302124,0.18329106330398529
generalize,63,,,0.9970238095238095,3.329360008239746,-4.349358142368377,0.19676898644557075
generalize,64,,,1.0,3.494021415710449,-4.628325250413683,0.20528779858871113
generalize,65,,,1.0,3.631312847137451,-4.504838360680474,0.19606568114388556
generalize,66,,,1.0,3.558946371078491,-4.658713719201466,0.18999914198167742
generalize,67,,,0.9970238095238095,3.361172914505005,-4.578438100360689,0.18468290857142872
generalize,68,,,1.0,3.304560422897339,-4.492098535810198,0.18982670533042106
generalize,69,,,1.0,3.566699266433716,-4.6457914927649115,0.18325998243831454
generalize,70,,,1.0,3.6442627906799316,-4.7962454122210305,0.2044571385024086
generalize,71,,,1.0,3.4997401237487793,-4.703948172311934,0.18971882583129973
generalize,72,,,1.0,3.615780830383301,-4.347411821758937,0.18977124965380107
generalize,73,,,1.0,3.538113832473755,-4.583941588326106,0.1908014809919728
generalize,74,,,1.0,3.651937246322632,-4.712673728428189,0.1870961490841139
generalize,75,,,0.9890873015873016,3.3858602046966553,-4.784425799808805,0.18485282231417913
generalize,76,,,1.0,3.4306113719940186,-4.679194613108559,0.19762657245709783
generalize,77,,,1.0,3.1939752101898193,-4.680392409127856,0.20945235424571568
generalize,78,,,0.9583333333333334,3.211808204650879,-4.845299875925457,0.19518250286106079
generalize,79,,,1.0,3.3657422065734863,-4.931785795423719,0.21397714925900338
generalize,80,,,0.9970238095238095,3.1715474128723145,-4.7394622885991655,0.19838072247211896
generalize,81,,,0.996031746031746,3.4960312843322754,-4.953695800569323,0.19610076598704806
generalize,82,,,1.0,3.5568389892578125,-4.980376251160153,0.20399197971537
generalize,83,,,1.0,3.484360694885254,-4.979160157461015,0.19141027627010193
generalize,84,,,1.0,3.3537957668304443,-5.127843618392944,0.18694491045815603
generalize,85,,,1.0,3.5310935974121094,-4.840692834248618,0.21073752736288404
generalize,86,,,0.9990079365079365,3.4536542892456055,-4.629368755552504,0.1956812239118985
generalize,87,,,0.9871031746031746,3.464604616165161,-5.207614785148984,0.2000066050224834
generalize,88,,,0.9593253968253969,3.3367836475372314,-5.207269717776586,0.19934411938228305
generalize,89,,,1.0,3.3273966312408447,-5.081857280125694,0.18804716200582564
generalize,90,,,1.0,3.306943416595459,-4.92300063844711,0.19363350119619144
generalize,91,,,1.0,3.4445314407348633,-5.080887491740878,0.19329126167391975
generalize,92,,,0.9990079365079365,3.348949909210205,-4.905476013819377,0.20616265126163996
generalize,93,,,1.0,3.214667558670044,-4.962531048154074,0.1981133267519966
generalize,94,,,1.0,3.270291328430176,-5.113655945611378,0.17812240916112113
generalize,95,,,1.0,3.206909418106079,-5.22248487623911,0.18623432469746423
generalize,96,,,1.0,3.3202342987060547,-5.167685160561214,0.19335617680871298
generalize,97,,,0.9950396825396826,3.5263240337371826,-5.046962011428106,0.2069197424820491
generalize,98,,,1.0,3.209918260574341,-5.163366075546023,0.2103083256691221
generalize,99,,,1.0,3.2669193744659424,-5.282057141500806,0.19664946695168814
