Split,Method,Output,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,n_params,n_trainable_params,protocol,best_epoch,best_val_acc_C1C4_source_only_run_level,train_time_s,seed,topk,leakage_audit
test_C6,"Dynamic GIN+TGP (Protocol B, Unified)",raw,0.9650793650793651,0.9664879828966223,0.9623430962343096,0.9483568075117371,0.9887640449438202,0.9901960784313726,0.9099099099099099,0.07207207207207143,0.01801801801801786,5,0,0.08534841072699871,,,,321950,321950,B_unified_C1C4_to_C6_run_level_aggregated,1,1.0,2907.236049413681,42,144,C6 used only for this single final evaluation; model/epoch selection used only the C1+C4 internal validation split (run-level aggregated)
