Method,Method_name,Stage_definition,Model_type,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth
B11,Multi-task TCN-GRU (diagnostic),Relative-stage,TCN-GRU + auxiliary heads,0.9868421052631579,0.9871020928241414,0.9824561403508771,0.984375,0.994475138121547,0.9921259842519685,0.9767441860465116,0.02325581395348819,0.0,0,0,0.021465355530381203
