Method,Method_name,Stage_definition,Model_type,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth
B12,DC-PSR / FGDS-PSI (diagnostic),Relative-stage,Proposed,0.6875,0.665944091947633,0.8316831683168316,0.4171779141104294,0.7489711934156379,1.0,0.26356589147286824,0.2635658914728662,0.4728682170542599,2,1,0.039709418465173445
