metric,point_estimate,bootstrap_mean,bootstrap_std,ci_2.5,ci_97.5,n_bootstrap,block_length
Acc,0.8125,0.808125,0.05028139195966279,0.7038651315789474,0.8980263157894737,5000,12
MacroF1,0.8195212874954683,0.8068170130715453,0.04992982099307497,0.7005943743830568,0.8955157857123801,5000,12
E_F1,0.8928571428571429,0.8777669882995408,0.07219459214282813,0.7049180327868853,0.9697045454545453,5000,12
M_F1,0.7543859649122807,0.7492509012898385,0.06908985773126898,0.6016832172195071,0.8692003805741706,5000,12
L_F1,0.8113207547169812,0.7934331496252566,0.08998283316701647,0.5861793837123991,0.9319380631833886,5000,12
M_Precision,0.8686868686868687,0.8639752798026057,0.07294829682462796,0.6923076923076923,0.971433637284701,5000,12
M_Recall,0.6666666666666666,0.6675443201722318,0.08951779706772213,0.4845360824742268,0.8333333333333334,5000,12
M_to_E,0.06201550387596851,0.06134755307850681,0.030724481735888792,0.008064516129032194,0.12838674070109612,5000,12
M_to_L,0.27131782945736227,0.2711081267492588,0.09749777910565159,0.09446973425196777,0.4736927546138044,5000,12
