metric,point_estimate,bootstrap_mean,bootstrap_std,ci_2.5,ci_97.5,n_bootstrap,block_length
Acc,0.868421052631579,0.8619532894736843,0.06084397852132846,0.7302631578947368,0.9671052631578947,5000,12
MacroF1,0.8745597385825539,0.8623435296717433,0.05960283949929973,0.7373940992626998,0.9668215742727172,5000,12
E_F1,0.8316831683168316,0.8107562162633152,0.10734645930804058,0.5625,0.9824757424286971,5000,12
M_F1,0.8260869565217391,0.8164038986013916,0.08859109541559727,0.6086956521739131,0.9586833465413789,5000,12
L_F1,0.9659090909090909,0.9598704741505231,0.04033598660919687,0.861782363977486,1.0,5000,12
M_Precision,0.9405940594059405,0.9374939823470598,0.05547042390927599,0.8059597844112769,1.0,5000,12
M_Recall,0.7364341085271318,0.7331592323014866,0.12684768806427466,0.46357212082054594,0.9696969696969697,5000,12
M_to_E,0.2635658914728662,0.26684076769851134,0.1268476880642736,0.03030303030303007,0.5364278791794505,5000,12
M_to_L,0.0,0.0,0.0,0.0,0.0,5000,12
