metric,point_estimate,bootstrap_mean,bootstrap_std,ci_2.5,ci_97.5,n_bootstrap,block_length
Acc,0.7763157894736842,0.7667453947368422,0.07679743955791311,0.6084703947368421,0.9046052631578947,5000,12
MacroF1,0.7793803418803419,0.7621529919890261,0.07453468458255781,0.6131803247529054,0.8989993099979691,5000,12
E_F1,0.9230769230769231,0.9094696808864248,0.06513359421494086,0.7529378717779246,1.0,5000,12
M_F1,0.6458333333333334,0.6325183092076169,0.1257885317994711,0.35555555555555557,0.8524673379379211,5000,12
L_F1,0.7692307692307693,0.7444709858730365,0.10786404509543641,0.49750986002629344,0.9163429614873836,5000,12
M_Precision,0.9841269841269841,0.9825207377013015,0.018443079987330274,0.9375,1.0,5000,12
M_Recall,0.4806201550387597,0.478788943912916,0.1349198623301082,0.21872996794871796,0.7525800908990133,5000,12
M_to_E,0.1085271317829449,0.1101363945614989,0.06190236133853128,0.0,0.2459016393442603,5000,12
M_to_L,0.4108527131782914,0.4110746615255811,0.1183933390747289,0.18062341428053527,0.643939393939389,5000,12
