Split,Method,Output,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,n_params,n_trainable_params,protocol,best_epoch,best_val_acc_C1C4_source_only,train_time_s,inference_ms_per_sample,inference_samples_per_s,leakage_audit
test_C6,"Multi-Attention-CNN (Protocol B, Unified)",raw,0.326984126984127,0.249943966256023,0.25225225225225223,0.0425531914893617,0.455026455026455,0.3333333333333333,0.022727272727272728,0.015151515151515037,0.9621212121212048,19,21,0.2941045525484364,,,,12939050,12939050,B_unified_C1C4_to_C6,28,0.9126984126984127,80.57966089248657,1.888327674260215,529.5691069039526,C6 used only for this single final evaluation; model/epoch selection used only the C1+C4 internal validation split
