epoch,train_loss,train_acc,val_loss,val_acc
0,1.5711299900024656,0.3392857142857143,1.0940716834295363,0.38095238095238093
1,1.092528504038614,0.3869047619047619,1.0938354408930218,0.2857142857142857
2,1.070429491618323,0.4384920634920635,1.0190998978084989,0.626984126984127
3,0.9983107589540028,0.5396825396825397,0.8536215642141918,0.746031746031746
4,0.8568417202858698,0.6587301587301587,0.6407235898668804,0.7936507936507936
5,0.7318431110609145,0.7321428571428571,0.586328093021635,0.8015873015873016
6,0.6598101073787326,0.7817460317460317,0.526499488997081,0.8095238095238095
7,0.6057546829420423,0.7738095238095238,0.5107246769799126,0.8253968253968254
8,0.5494953308786664,0.8035714285714286,0.5162129288627988,0.8650793650793651
9,0.5698515971501669,0.7936507936507936,0.4887767348970686,0.8412698412698413
10,0.5514439571471441,0.7916666666666666,0.5148599384322999,0.8333333333333334
11,0.5207498612858,0.8035714285714286,0.4425736003451877,0.8492063492063492
12,0.48818410956670366,0.8115079365079365,0.4521438403735085,0.8333333333333334
13,0.47724983947617666,0.8293650793650794,0.46250596216746737,0.8571428571428571
14,0.4659630831271883,0.8432539682539683,0.4288376863040621,0.8412698412698413
15,0.4364464051193661,0.8511904761904762,0.41762037031234256,0.8571428571428571
16,0.4093172252178192,0.8432539682539683,0.394427202050648,0.8571428571428571
17,0.41887692279285854,0.8492063492063492,0.45382897059122723,0.8809523809523809
18,0.42682162211054847,0.8492063492063492,0.41223091076290796,0.8650793650793651
19,0.40804685392077006,0.8492063492063492,0.4845586409644475,0.8492063492063492
20,0.40419150912572466,0.8452380952380952,0.40183224091454156,0.8253968253968254
21,0.35671131241889226,0.873015873015873,0.3783402055028885,0.8650793650793651
22,0.34382972972733633,0.8650793650793651,0.4169445141913399,0.8809523809523809
23,0.3310634910114228,0.8869047619047619,0.35430173646836055,0.873015873015873
24,0.2906521066786751,0.8908730158730159,0.33197594635070315,0.873015873015873
25,0.24697675165675936,0.9226190476190477,0.3309662479256827,0.873015873015873
26,0.22812292393710878,0.9166666666666666,0.31514868282136466,0.873015873015873
27,0.2358336957201125,0.9305555555555556,0.3359543723719461,0.873015873015873
28,0.2470633905558359,0.9206349206349206,0.35914118138570633,0.9126984126984127
29,0.22314055926269954,0.9206349206349206,0.39719015265267993,0.9047619047619048
30,0.22800587212282514,0.9126984126984127,0.33618950607284664,0.8888888888888888
31,0.18532419914291018,0.9285714285714286,0.31100109456077457,0.8650793650793651
32,0.1724864205434209,0.9365079365079365,0.2907840713622078,0.873015873015873
33,0.16410135347691793,0.9444444444444444,0.3014861174992153,0.8809523809523809
34,0.20106349719895256,0.9246031746031746,0.2935834437135666,0.8888888888888888
35,0.17538742744733418,0.9424603174603174,0.3325816790262858,0.8968253968253969
36,0.20553008975490691,0.9226190476190477,0.35735905075830127,0.8968253968253969
37,0.2179232667835932,0.9107142857142857,0.37188851265680223,0.8809523809523809
38,0.20217560941264742,0.9305555555555556,0.31791451951814076,0.8809523809523809
39,0.16829650376051192,0.9444444444444444,0.34262694016335504,0.8968253968253969
40,0.1458303209335085,0.9444444444444444,0.4289322438694182,0.8571428571428571
41,0.15000957061373998,0.9503968253968254,0.34059000204479883,0.8888888888888888
42,0.12489421216268388,0.9543650793650794,0.2963554920658233,0.8809523809523809
43,0.11587290264784343,0.9642857142857143,0.2863233567230285,0.8888888888888888
