stage,epoch,train_loss,train_acc,val_acc,time_s,l_g,l_task
pretrain,0,0.29088276104321553,0.8975694444444444,0.998015873015873,14.945709466934204,,
pretrain,1,0.1626494758658939,0.9337797619047619,0.9990079365079365,3.834561347961426,,
pretrain,2,0.1434484286499875,0.9424603174603174,0.9990079365079365,3.329622268676758,,
pretrain,3,0.16938024830250514,0.9377480158730159,0.9990079365079365,3.3588500022888184,,
pretrain,4,0.12527834440744112,0.9521329365079365,0.998015873015873,3.196991443634033,,
pretrain,5,0.12736554378791462,0.9474206349206349,0.9990079365079365,3.4578981399536133,,
pretrain,6,0.12660082822872532,0.9499007936507936,0.9950396825396826,3.64481520652771,,
pretrain,7,0.10030388486172472,0.9573412698412699,0.9990079365079365,3.189239978790283,,
pretrain,8,0.09554920916164679,0.9623015873015873,0.9990079365079365,3.4073572158813477,,
pretrain,9,0.09928408454334925,0.9603174603174603,0.998015873015873,3.5112640857696533,,
pretrain,10,0.08778893779076281,0.9652777777777778,0.9990079365079365,3.084747791290283,,
pretrain,11,0.08030915943284829,0.966765873015873,0.9990079365079365,3.3211545944213867,,
pretrain,12,0.0768081500298447,0.9729662698412699,0.9990079365079365,3.7597923278808594,,
pretrain,13,0.06889800249879795,0.9742063492063492,0.9990079365079365,3.217855930328369,,
pretrain,14,0.07463217272408425,0.970734126984127,0.9990079365079365,3.7783291339874268,,
pretrain,15,0.05571520694398454,0.9784226190476191,0.9990079365079365,3.016648292541504,,
pretrain,16,0.05524299655198341,0.9786706349206349,0.9990079365079365,3.1886119842529297,,
pretrain,17,0.05710161815855711,0.9794146825396826,0.9990079365079365,4.038158655166626,,
pretrain,18,0.052093121356197765,0.9828869047619048,0.9990079365079365,3.5420262813568115,,
pretrain,19,0.05074282457667684,0.9813988095238095,0.9990079365079365,2.939063310623169,,
pretrain,20,0.04617776485189559,0.9846230158730159,0.9990079365079365,3.286564350128174,,
pretrain,21,0.0499042357938985,0.9826388888888888,0.9990079365079365,3.251007556915283,,
pretrain,22,0.043452711761116036,0.9853670634920635,0.9990079365079365,3.1918444633483887,,
pretrain,23,0.05728356820339012,0.9789186507936508,0.9990079365079365,3.6261708736419678,,
pretrain,24,0.048648979743972184,0.9828869047619048,0.9990079365079365,3.6728744506835938,,
pretrain,25,0.06448287935188365,0.9739583333333334,0.9990079365079365,3.1383183002471924,,
pretrain,26,0.04844462879682108,0.980406746031746,0.9990079365079365,3.1769986152648926,,
pretrain,27,0.05461294555090486,0.9781746031746031,0.9990079365079365,3.3438079357147217,,
pretrain,28,0.060997942366474676,0.9774305555555556,0.9970238095238095,3.232208251953125,,
pretrain,29,0.0667276989062509,0.9744543650793651,0.9990079365079365,3.237811326980591,,
pretrain,30,0.05730153244387891,0.9794146825396826,0.9990079365079365,4.847311496734619,,
pretrain,31,0.0677165842895943,0.972718253968254,0.9890873015873016,3.1717517375946045,,
pretrain,32,0.08683316396283251,0.9670138888888888,0.998015873015873,3.6188857555389404,,
pretrain,33,0.07422959263480845,0.9742063492063492,0.9990079365079365,3.6507179737091064,,
pretrain,34,0.07171422158855767,0.9732142857142857,0.998015873015873,2.84124493598938,,
pretrain,35,0.06810476613186654,0.9754464285714286,0.9990079365079365,3.188844919204712,,
pretrain,36,0.07132105776921861,0.9739583333333334,0.998015873015873,3.1329123973846436,,
pretrain,37,0.07339945827270784,0.9722222222222222,0.9990079365079365,3.1542391777038574,,
pretrain,38,0.07870986365846225,0.9685019841269841,0.9990079365079365,3.2532849311828613,,
pretrain,39,0.05501796132219689,0.9794146825396826,0.9990079365079365,3.1443142890930176,,
pretrain,40,0.055266544511098234,0.9809027777777778,0.9990079365079365,2.8946547508239746,,
pretrain,41,0.05459878660945429,0.9786706349206349,0.9990079365079365,3.416463851928711,,
pretrain,42,0.05682511929984367,0.9821428571428571,0.9990079365079365,2.920546770095825,,
pretrain,43,0.05926687103356161,0.9756944444444444,0.9920634920634921,3.2211687564849854,,
pretrain,44,0.05856774394799556,0.9789186507936508,0.9990079365079365,2.8284592628479004,,
pretrain,45,0.05012821071662955,0.9813988095238095,0.9990079365079365,3.220754623413086,,
pretrain,46,0.05805450538912463,0.9749503968253969,0.9990079365079365,3.193143129348755,,
pretrain,47,0.03939649610159298,0.9838789682539683,0.9990079365079365,3.0828967094421387,,
pretrain,48,0.04442290535994938,0.9821428571428571,0.9990079365079365,3.0169403553009033,,
pretrain,49,0.04259399913014874,0.9848710317460317,0.9990079365079365,3.0947983264923096,,
pretrain,50,0.03554987024501084,0.9856150793650794,0.9990079365079365,3.0209853649139404,,
pretrain,51,0.03339018822196753,0.9873511904761905,0.9990079365079365,3.0382769107818604,,
pretrain,52,0.036769392950061174,0.9866071428571429,0.998015873015873,3.101797580718994,,
pretrain,53,0.029849026023247648,0.9885912698412699,0.9990079365079365,3.3515031337738037,,
pretrain,54,0.024749315484234737,0.9900793650793651,0.9990079365079365,2.809584140777588,,
pretrain,55,0.02726110467125499,0.9890873015873016,0.9990079365079365,2.945619821548462,,
pretrain,56,0.024320100317709148,0.9893353174603174,0.9990079365079365,3.4349777698516846,,
pretrain,57,0.024199152640658358,0.9905753968253969,0.9990079365079365,3.0018231868743896,,
pretrain,58,0.021455893518000337,0.9915674603174603,0.9990079365079365,3.454145669937134,,
pretrain,59,0.02101684914576629,0.9908234126984127,0.9990079365079365,3.055860757827759,,
pretrain,60,0.024193999704919637,0.9913194444444444,0.9990079365079365,3.244788408279419,,
pretrain,61,0.020608067311095223,0.9915674603174603,0.9990079365079365,2.817894458770752,,
pretrain,62,0.022444986874082435,0.9915674603174603,0.9990079365079365,2.967050075531006,,
pretrain,63,0.02106902519580982,0.9915674603174603,0.9990079365079365,3.129085063934326,,
pretrain,64,0.02276131330937561,0.9913194444444444,0.9990079365079365,3.3687753677368164,,
pretrain,65,0.033082795437491895,0.9878472222222222,0.9990079365079365,2.981407403945923,,
pretrain,66,0.024911915297649564,0.9910714285714286,0.9990079365079365,3.302335262298584,,
pretrain,67,0.025289049812792137,0.9928075396825397,0.9990079365079365,2.8797707557678223,,
pretrain,68,0.02742883353355518,0.9893353174603174,0.9990079365079365,2.7887563705444336,,
pretrain,69,0.03345819481737202,0.9866071428571429,0.9990079365079365,2.864370584487915,,
pretrain,70,0.03624980536747783,0.9848710317460317,0.9990079365079365,3.283425807952881,,
pretrain,71,0.026418000832015263,0.9898313492063492,0.9990079365079365,3.227750062942505,,
pretrain,72,0.03382400810600273,0.9871031746031746,0.9990079365079365,3.058500051498413,,
